name	nickname	categorization	alias	PrimeBloomPeriod	description	distributions	png
木香	广木香、云木香之名、木香花、七里香、木香藤、蜜香、青木香、五香、五木香、南木香	灌木花卉	植物界 被子植物门 双子叶植物纲 蔷薇目 蔷薇科 蔷薇属	春季	木香是菊科植物云木香和川木香的通称，云木香又名广木香、木香、蜜香、青木香、五木香、南木香，属菊科风毛菊属。川木香是菊科川木香属的植物，均是中国的特有植物。木香分布在中国大陆的四川、云南、西藏等地，多生长在高山草地和灌丛中，为野生植物，尚未由人工引种栽培。这两种植物的根茎都是重要的中草药。木香在秋、冬二季采挖，除去泥沙和须根，切段，大的再纵剖成瓣，干燥后撞去粗皮。木香花是攀援小灌木，高可达6米；小枝圆柱形，无毛，有短小皮刺；小叶3-5，叶片椭圆状卵形或长圆披针形，花小形，多朵成伞形花序，萼片卵形，花瓣重瓣至半重瓣，白色，倒卵形，花期4-5月。生溪边、路旁或山坡灌丛中，海拔500-1300米。分布于中国四川、云南。全国各地均有栽培。木香的根可作为中药使用，味苦，可与枳壳、川楝子、延胡索等配合，可理气疏肝、健脾消滞。	木香分布于中国陕西、甘肃、湖北、湖南、广东、广西、四川、云南、西藏等地有引种栽培，以云南西北部种植较多，产量较大。原产印度。	5bac613f0d16d_140_120.jpg
荼蘼	酴醾、佛见笑、重瓣空心泡、茶縻花	灌木花卉	植物界 被子植物门 双子叶植物纲 蔷薇目 蔷薇科 蔷悬钩子属	夏季	荼蘼又名酴醾、佛见笑、重瓣空心泡，是蔷薇科悬钩子属空心泡的变种。直立或攀援灌木，高2-3米；小枝圆柱形，具柔毛或近无毛，常有浅黄色腺点，疏生较直立皮刺。小叶5-7枚，卵状披针形或披针形；花重瓣，芳香，花常1-2朵，顶生或腋生；直径3-5厘米；花萼外被柔毛和腺点；萼片披针形或卵状披针形，顶端长尾尖，花后常反折；花瓣长卵形，白色，基部具爪，长于萼片。果实卵球形，红色，有光泽，无毛；核有深窝孔。花期6-7月。荼蘼花枝梢茂密，花繁香浓，入秋后果色变红。宜作绿篱，也可孤植于草地边缘。果可生食或加工酿酒。根含鞣质，可提取栲胶。花是很好的蜜源，也可提炼香精油。生长于海拔250米至2200米的地区，常生于山坡灌丛中、草丛中、杂木林中、溪边、山坡路边、阴地、林缘。耐旱，怕涝。荼蘼产于中国陕西秦岭南坡以及湖北、四川、贵州、云南等各省区。荼蘼是春季最后盛放的花，当它开放的时候就意味着春天的结束。“荼蘼不争春，寂寞开最晚。”《红楼梦》中有语：开到荼蘼花事了——荼蘼过后，春天便不再了。	荼蘼产于中国甘肃、陕西、湖北、四川、云南、贵州、广西、广东、江西、福建、浙江等省区。荼蘼广泛分布华西、华东、华南各省山区，以其小枝和叶片下面密被柔毛，和多数白色 芳香花朵和球形红色果实，易于区别。荼蘼的模式标本采自贵州平阳。	5979f52568e7f_140_120.jpg
锦地罗	怎地罗、一朵芙蓉花、落地金钱、夜落金钱、文钱红、金线吊荚蓉	食虫植物	植物界 被子植物门 双子叶植物纲 瓶子草目 茅膏菜科 茅膏菜属	夏季	锦地罗（学名：Drosera burmanni）为茅膏菜科植物。是一种食虫植物，它常常生长在草地上或者潮湿的岩面，沙土上。锦地罗的叶呈莲座状平铺地面，宽匙状 的叶，边缘长满腺毛，待昆虫落入，腺毛将虫体包围，带粘性的腺体将昆虫粘住，分泌的液体可分解虫体蛋白质等营养物质，然后由叶面吸收。	锦地罗分布于云南、广西、广东、福建等省区南部和台湾省。生于海拔50-1520米的平地、山坡、山谷和山顶的向阳处或疏林下，常见于雨季。广布于亚洲、非洲和大洋洲的热带和亚热带地区，多生于近海地带或海岛。锦地罗分布我国东南部至西南部各省、区。亚洲、非洲和大洋洲热带和亚热带地区均有。 采收加工 全年可采。多在春末夏初植株旺盛时拨取全草，剪除细而长的花茎，抖净泥沙，晒干。锦地罗的模式标本采自缅甸。	567e9e8cf398b_140_120.jpg
紫甘蓝	紫包菜、紫洋白菜、紫茴子白	草本花卉	植物界 被子植物门 双子叶植物纲 白花菜目 十字花科 芸薹属		紫甘蓝又称红甘蓝、紫洋白菜或紫茴子白，俗称紫包菜，十字花科、芸薹属甘蓝种中的一个变种，结球甘蓝中的一个类型。由于外叶和叶球呈紫红色，故称为紫甘蓝，也叫紫圆白菜。叶片紫红、叶面有蜡粉、叶球近圆形。营养丰富，尤其含有丰富的维生素C、维生素U和较多的维生素E和B族。		5c1e3f4956083_140_120.jpg
龙船花	英丹花、英丹、水绣球	灌木花卉	植物界 被子植物门 双子叶植物纲 茜草目 茜草科 龙船花属	春季夏季	龙船花又名英丹、仙丹花、百日红，为茜草科、龙船花属植物。植株低矮，花叶秀美，花色丰富，有红、橙、黄、白、双色等。株形美观，开花密集，花色丰富，是重要的盆栽木本花卉，是缅甸的国花。在中国广西省南部，人们习惯称它为水绣球。龙船花花期较长，每年3-12月均可开花。龙船花原产中国南部地区和马来西亚。在17世纪末被引种到英国，后传入欧洲各国。植株低矮，花叶秀美，花色丰富，终年有花可赏，有红、橙、黄、白、双色等。在中国南方露地栽植，适合庭院、宾馆、风景区布置，高低错落，花色鲜丽，景观效果极佳，是重要的盆栽木本花卉。广泛用于盆栽观赏。	龙船花产于中国台湾省、福建省、广西省、广东等地，马来西亚、印尼也有。生于海拔200-800米山地灌丛中和疏林下，有时村落附近的山坡和旷野路旁亦有生长。分布于越南、菲律宾、马来西亚、印度尼西亚等热带地区。模式标本采自我国。龙船花原产我国南部地区和马来西亚。在17世纪末被引种到英国，后传入欧洲各国。广泛用于盆栽观赏。目前，荷兰、美国和日本栽培较多。另外，澳大利亚的奥斯太平洋植物公司和以色列的阿格雷克斯科农业出口公司，也是国际上主产龙船花的重要企业。至今，龙船花的销售量在逐年增多。我国栽培龙船花应在16世纪末，作为南方庭院观赏栽培。17世纪末，台湾省从广东首次引入龙船花。到20世纪20年代，广东和台湾省从新加坡引进新的龙船花种类。80年代开始，从欧美引进杂交新品种，使我国龙船花的栽培品种更加丰富，并从南方的庭院观赏更多地转向盆栽观赏。目前，在我国许多城市的宾馆和花卉市场都能见到龙船花。	58d3d5891d2d3_140_120.jpg
蔓柳穿鱼	梅花草、常春藤柳穿鱼、铙钹花、小兔子花	多年生草本花卉	植物界 被子植物门 双子叶纲 管花目 玄参科 蔓柳穿鱼属	春季秋季	蔓柳穿鱼为柳穿鱼属玄参科植物，又名梅花草、常春藤叶柳穿鱼、小兔子花、铙钹花。原产欧洲地中海沿岸，现被世界范围内广泛引种。因其花朵形如小兔，因而常被称为小兔子花。	蔓柳穿鱼原产欧洲地中海沿岸，现被世界范围内广泛引种。我国北京植物园、庐山植物园和河南鸡公山曾先后引种栽培蔓柳穿鱼属蔓柳穿鱼（梅花草）作吊盆观赏。现在河南信阳地区广泛逸生，已归化，为河南新记录归化种，该属也是中国新记录归化属。	557848e47313f_140_120.jpg
卷丹百合	虎皮百合、倒垂莲、药百合、黄百合、宜兴百合、南京百合	草本花卉	植物界 被子植物门 单子叶植物纲 百合目 百合科 百合属	夏季	卷丹百合（学名：Lilium lancifolium Thunb.）：卷丹花瓣有平展的，有向外翻卷的，故有“卷丹”美名。鳞茎近宽球形，高约3.5厘米，直径4-8厘米；鳞片宽卵形，长2.5-3厘米，宽1.4-2.5厘米，白色。茎高0.8-1.5米，带紫色条纹，具白色绵毛。叶散生，矩圆状披针形或披针形，两面近无毛，有5-7条脉。花3-6朵或更多；苞片叶状，卵状披针形；花下垂，花被片披针形，反卷，橙红色，有紫黑色斑点。蒴果狭长卵形，长3-4厘米。花期7-8月，果期9-10月。鳞茎富含淀粉，供食用，亦可作药用；花含芳香油，可作香料。生山坡灌木林下、草地，路边或水旁，海拔400-2500米。各地有栽培可观赏花朵。分布于中国、日本、朝鲜。	卷丹百合生山坡灌木林下、草地，路边或水旁，海拔400-2500米。卷丹百合产中国江苏、浙江、安徽、江西、湖南、湖北、广西、四川、青海、西藏、甘肃、陕西、山西、河南、河北、山东和吉林等省区。卷丹百合在各地有栽培。日本、朝鲜也有分布。	5627cec7bd4b5_140_120.jpg
樱水晶	水晶樱	多肉多浆植物	植物界 被子植物门 单子叶植物纲 龙舌兰目 百合科 十二卷属	春季秋季	樱水晶为百合科十二卷属多肉植物，它非常容易养护，樱水晶对日照需求不多，喜欢温暖干燥的半阴环境，夏季高温时要避免烈日暴晒。樱水晶原产南非，叶片晶莹剔透，如同玉石雕刻而成，奇特而美丽，用小盆栽种点缀案头书桌、窗台等处，清新典雅，如同有生命的工艺品，很有特色。此外樱水晶和三角琉璃莲长相很相似，对于新手养殖者来说很容易混淆。	樱水晶原产南非，现世界多地可栽培。	5b91f8db2cdec_140_120.jpeg
红花蕊木		灌木花卉	植物界 被子植物门 双子叶植物纲 龙胆目 夹竹桃科 蕊木属	秋季	红花蕊木（学名：Kopsia fruticosa （Ker)）A. DC）灌木，高达3米。。花期9月，果期秋冬季。红花蕊木在中国广东有栽培。分布于印度尼西亚、印度、菲律宾和马来西亚。红花蕊木四季常绿，花色素雅，适合于庭园栽植、围墙边列植。其根皮具有清热解毒的作用，常用于上呼吸道感染、咽喉炎等症的治疗。		57d804730aa8f_140_120.jpg
腋花苋	罗氏苋	一年生草本花卉	植物界 被子植物门 双子叶植物纲 中央种子目  罗氏苋	7-8月	腋花苋，别名：罗氏苋，拉丁文名：Amaranthus roxburghianus. 苋科、苋属一年生草本，高30-65厘米；茎直立，多分枝，淡绿色，全体无毛。叶片菱状卵形、倒卵形或矩圆形，顶端微凹，具凸尖，基部楔形，波状缘；纤细。花成腋生短花簇，花数少且疏生；苞片及小苞片钻形，顶端具芒尖；花被片披针形，顶端渐尖，具芒尖；雄蕊比花被片短；胞果卵形，环状横裂，和宿存花被略等长。种子近球形，黑棕色，边缘加厚。花期7-8月，果期8-9月 。	产河北、山西、河南、陕西、甘肃、宁夏、新疆。印度、斯里兰卡有分布。	5be43195d4e47_140_120.png
四季豆	芸豆、刀豆、芸扁豆、菜豆	一年生草本花卉	植物界 被子植物门 Angiospermae 双子叶植物纲 蔷薇目 豆科 Leguminosae 菜豆属 Phaseolus	2-4月8-9月	四季豆是芸豆的别名，菜豆是豆科菜豆种的栽培品种，为一年生草本植物。北方多叫眉豆，在浙江兰溪也叫眉豆。又叫菜豆，芸扁豆，四月豆等，在浙江衢州叫做清明豆，在四川及一些华中地区叫做四季豆，是餐桌上的常见蔬菜之一。	一年生缠绕草本，生短柔毛。菜豆起源于中南美洲，于17世纪至19世纪传入亚洲。菜豆在中国南北方均可广为种植。 分布在中国东部，在河北、山西、四川、云南、湖北、江苏等省有栽培；广植于温带地区 。分布在中国东部，河北、山西、四川、云南、湖北、江苏等省有栽培；广植于温带地区。	5b86486608c9f_140_120.jpg
独占春	双燕齐飞、双燕迎春、双飞燕	兰科花卉	植物界 被子植物门 单子叶植物纲 微子目 兰科 兰属	春季	独占春为附生植物；假鳞茎近梭形或卵形，包藏于叶基之内，基部常有由叶鞘撕裂后残留的纤维状物。叶6-11枚，每年继续发出新叶，多者可达15-17枚。花葶从假鳞茎下部叶腋发出，直立或近直立；总状花序具1-3朵花；花较大，不完全开放，稍有香气；萼片与花瓣白色，有时略有粉红色晕，唇瓣亦白色。独占春又有“双燕齐飞”或“双燕迎春”的美称。广州人叫“双飞燕”，是从它所开的花形貌似两只正在飞翔的燕子而得名。此花是农历正月初五开的兰花，若能掌握其习性，适当加强光照，管理得法，培育有方的话，很可能使它在春节期间开花贺岁。通常它的花期能达一月之久。生于溪谷旁岩石上。产中国海南、广西和云南，尼泊尔、印度、缅甸也有分布。有栽培，具较高的观赏价值。	独占春生于溪谷旁岩石上，产中国海南（崖州、昌江）、广西南部（十万大山）和云南西南部。独占春在尼泊尔、印度、缅甸也有分布，模式标本采自印度东北部。	558f65ac10dda_140_120.jpg
桑	桑树	木本花卉	植物界 种子植物门 双子叶植物纲 荨麻目 桑科 桑属	4-5月	桑（拉丁名：Morus alba L.）是桑科，桑属 落叶乔木或灌木，高可达15米。树体富含乳浆，树皮黄褐色。叶卵形至广卵形，叶端尖，叶基圆形或浅心脏形，边缘有粗锯齿，有时有不规则的分裂。叶面无毛，有光泽，叶背脉上有疏毛。雌雄异株，5月开花，葇荑花序。果熟期6-7月，聚花果卵圆形或圆柱形，黑紫色或白色。喜光，幼时稍耐阴。喜温暖湿润气候，耐寒。耐干旱，耐水湿能力强。原产中国中部和北部。中国东北至西南各省区，西北直至新疆均有栽培。朝鲜、日本、蒙古、中亚各国、俄罗斯、欧洲等地以及印度、越南亦均有栽培。叶为桑蚕饲料。木材可制器具，枝条可编箩筐，桑皮可作造纸原料，桑椹可供食用、酿酒，叶、果和根皮可入药。	该种原产中国中部和北部，现由东北至西南各省区，西北直至新疆均有栽培。朝鲜、 日本、蒙古、中亚各国、俄罗斯、欧洲等地以及印度、越南亦均有栽培。	5bd3d60179ee7_140_120.jpg
